season,round,driver,constructor,position,points
2019,12,Giovinazzi,Alfa Romeo,18,0
2019,12,Kubica,Williams,19,0
2019,12,Grosjean,Haas F1 Team,20,0
2019,7,Hamilton,Mercedes,1,25
2019,7,Vettel,Ferrari,2,18
2019,7,Leclerc,Ferrari,3,15
2019,7,Bottas,Mercedes,4,13
2019,7,Verstappen,Red Bull,5,10
2019,7,Ricciardo,Renault,6,8
2019,7,Hülkenberg,Renault,7,6
2019,7,Gasly,Red Bull,8,4
2019,7,Stroll,Racing Point,9,2
2019,7,Kvyat,Toro Rosso,10,1
2019,7,Sainz,McLaren,11,0
2019,7,Pérez,Racing Point,12,0
2019,7,Giovinazzi,Alfa Romeo,13,0
2019,7,Grosjean,Haas F1 Team,14,0
2019,7,Räikkönen,Alfa Romeo,15,0
2019,7,Russell,Williams,16,0
2019,7,Magnussen,Haas F1 Team,17,0
2019,7,Kubica,Williams,18,0
2019,7,Albon,Toro Rosso,19,0
2019,7,Norris,McLaren,20,0
2019,13,Leclerc,Ferrari,1,25
2019,13,Hamilton,Mercedes,2,18
2019,13,Bottas,Mercedes,3,15
2019,13,Vettel,Ferrari,4,13
2019,13,Albon,Red Bull,5,10
2019,13,Pérez,Racing Point,6,8
2019,13,Kvyat,Toro Rosso,7,6
2019,13,Hülkenberg,Renault,8,4
2019,13,Gasly,Toro Rosso,9,2
2019,13,Stroll,Racing Point,10,1
2019,13,Norris,McLaren,11,0
2019,13,Magnussen,Haas F1 Team,12,0
2019,13,Grosjean,Haas F1 Team,13,0
2019,13,Ricciardo,Renault,14,0
2019,13,Russell,Williams,15,0
2019,13,Räikkönen,Alfa Romeo,16,0
2019,13,Kubica,Williams,17,0
2019,13,Giovinazzi,Alfa Romeo,18,0
2019,13,Sainz,McLaren,19,0
2019,13,Verstappen,Red Bull,20,0
2019,14,Leclerc,Ferrari,1,25
2019,14,Bottas,Mercedes,2,18
2019,14,Hamilton,Mercedes,3,16
2019,14,Ricciardo,Renault,4,12
2019,14,Hülkenberg,Renault,5,10
2019,14,Albon,Red Bull,6,8
2019,14,Pérez,Racing Point,7,6
2019,14,Verstappen,Red Bull,8,4
2019,14,Giovinazzi,Alfa Romeo,9,2
2019,14,Norris,McLaren,10,1
2019,14,Gasly,Toro Rosso,11,0
2019,14,Stroll,Racing Point,12,0
2019,14,Vettel,Ferrari,13,0
2019,14,Russell,Williams,14,0
2019,14,Räikkönen,Alfa Romeo,15,0
2019,14,Grosjean,Haas F1 Team,16,0
2019,14,Kubica,Williams,17,0
2019,14,Magnussen,Haas F1 Team,18,0
2019,14,Kvyat,Toro Rosso,19,0
2019,14,Sainz,McLaren,20,0
2019,15,Vettel,Ferrari,1,25
2019,15,Leclerc,Ferrari,2,18
2019,15,Verstappen,Red Bull,3,15
2019,15,Hamilton,Mercedes,4,12
2019,15,Bottas,Mercedes,5,10
2019,15,Albon,Red Bull,6,8
2019,15,Norris,McLaren,7,6
2019,15,Gasly,Toro Rosso,8,4
2019,15,Hülkenberg,Renault,9,2
2019,15,Giovinazzi,Alfa Romeo,10,1
2019,15,Grosjean,Haas F1 Team,11,0
2019,15,Sainz,McLaren,12,0
2019,15,Stroll,Racing Point,13,0
2019,15,Ricciardo,Renault,14,0
2019,15,Kvyat,Toro Rosso,15,0
2019,15,Kubica,Williams,16,0
2019,15,Magnussen,Haas F1 Team,17,0
2019,15,Räikkönen,Alfa Romeo,18,0
2019,15,Pérez,Racing Point,19,0
2019,15,Russell,Williams,20,0
2019,16,Hamilton,Mercedes,1,26
2019,16,Bottas,Mercedes,2,18
2019,16,Leclerc,Ferrari,3,15
2019,16,Verstappen,Red Bull,4,12
2019,16,Albon,Red Bull,5,10
2019,16,Sainz,McLaren,6,8
2019,16,Pérez,Racing Point,7,6
2019,16,Norris,McLaren,8,4
2019,16,Magnussen,Haas F1 Team,9,2
2019,16,Hülkenberg,Renault,10,1
2019,16,Stroll,Racing Point,11,0
2019,16,Kvyat,Toro Rosso,12,0
2019,16,Räikkönen,Alfa Romeo,13,0
2019,16,Gasly,Toro Rosso,14,0
2019,16,Giovinazzi,Alfa Romeo,15,0
2019,16,Kubica,Williams,16,0
2019,16,Russell,Williams,17,0
2019,16,Vettel,Ferrari,18,0
2019,16,Ricciardo,Renault,19,0
2019,16,Grosjean,Haas F1 Team,20,0
2019,17,Bottas,Mercedes,1,25
2019,17,Vettel,Ferrari,2,18
2019,17,Hamilton,Mercedes,3,16
2019,17,Albon,Red Bull,4,12
2019,17,Sainz,McLaren,5,10
2019,17,Leclerc,Ferrari,6,8
2019,17,Gasly,Toro Rosso,7,6
2019,17,Pérez,Racing Point,8,4
2019,17,Stroll,Racing Point,9,2
2019,17,Kvyat,Toro Rosso,10,1
2019,17,Norris,McLaren,11,0
2019,17,Räikkönen,Alfa Romeo,12,0
2019,17,Grosjean,Haas F1 Team,13,0
2019,17,Giovinazzi,Alfa Romeo,14,0
2019,17,Magnussen,Haas F1 Team,15,0
2019,17,Russell,Williams,16,0
2019,17,Kubica,Williams,17,0
2019,17,Verstappen,Red Bull,18,0
2019,17,Ricciardo,Renault,19,0
2019,17,Hülkenberg,Renault,20,0
2019,18,Hamilton,Mercedes,1,25
2019,18,Vettel,Ferrari,2,18
2019,18,Bottas,Mercedes,3,15
2019,18,Leclerc,Ferrari,4,13
2019,18,Albon,Red Bull,5,10
2019,18,Verstappen,Red Bull,6,8
2019,18,Pérez,Racing Point,7,6
2019,18,Ricciardo,Renault,8,4
2019,18,Gasly,Toro Rosso,9,2
2019,18,Hülkenberg,Renault,10,1
2019,18,Kvyat,Toro Rosso,11,0
2019,18,Stroll,Racing Point,12,0
2019,18,Sainz,McLaren,13,0
2019,18,Giovinazzi,Alfa Romeo,14,0
2019,18,Magnussen,Haas F1 Team,15,0
2019,18,Russell,Williams,16,0
2019,18,Grosjean,Haas F1 Team,17,0
2019,18,Kubica,Williams,18,0
2019,18,Räikkönen,Alfa Romeo,19,0
2019,18,Norris,McLaren,20,0
2019,19,Bottas,Mercedes,1,25
2019,19,Hamilton,Mercedes,2,18
2019,19,Verstappen,Red Bull,3,15
2019,19,Leclerc,Ferrari,4,13
2019,19,Albon,Red Bull,5,10
2019,19,Ricciardo,Renault,6,8
2019,19,Norris,McLaren,7,6
2019,19,Sainz,McLaren,8,4
2019,19,Hülkenberg,Renault,9,2
2019,19,Pérez,Racing Point,10,1
2019,19,Räikkönen,Alfa Romeo,11,0
2019,19,Kvyat,Toro Rosso,12,0
2019,19,Stroll,Racing Point,13,0
2019,19,Giovinazzi,Alfa Romeo,14,0
2019,19,Grosjean,Haas F1 Team,15,0
2019,19,Gasly,Toro Rosso,16,0
2019,19,Russell,Williams,17,0
2019,19,Magnussen,Haas F1 Team,18,0
2019,19,Kubica,Williams,19,0
2019,19,Vettel,Ferrari,20,0
2019,20,Verstappen,Red Bull,1,25
2019,20,Gasly,Toro Rosso,2,18
2019,20,Sainz,McLaren,3,15
2019,20,Räikkönen,Alfa Romeo,4,12
2019,20,Giovinazzi,Alfa Romeo,5,10
2019,20,Ricciardo,Renault,6,8
2019,20,Hamilton,Mercedes,7,6
2019,20,Norris,McLaren,8,4
2019,20,Pérez,Racing Point,9,2
2019,20,Kvyat,Toro Rosso,10,1
2019,20,Magnussen,Haas F1 Team,11,0
2019,20,Russell,Williams,12,0
2019,20,Grosjean,Haas F1 Team,13,0
2019,20,Albon,Red Bull,14,0
2019,20,Hülkenberg,Renault,15,0
2019,20,Kubica,Williams,16,0
2019,20,Vettel,Ferrari,17,0
2019,20,Leclerc,Ferrari,18,0
2019,20,Stroll,Racing Point,19,0
2019,20,Bottas,Mercedes,20,0
2019,21,Hamilton,Mercedes,1,26
2019,21,Verstappen,Red Bull,2,18
2019,21,Leclerc,Ferrari,3,15
2019,21,Bottas,Mercedes,4,12
2019,21,Vettel,Ferrari,5,10
2019,21,Albon,Red Bull,6,8
2019,21,Pérez,Racing Point,7,6
2019,21,Norris,McLaren,8,4
2019,21,Kvyat,Toro Rosso,9,2
2019,21,Sainz,McLaren,10,1
2019,21,Ricciardo,Renault,11,0
2019,21,Hülkenberg,Renault,12,0
2019,21,Räikkönen,Alfa Romeo,13,0
2019,21,Magnussen,Haas F1 Team,14,0
2019,21,Grosjean,Haas F1 Team,15,0
2019,21,Giovinazzi,Alfa Romeo,16,0
2019,21,Russell,Williams,17,0
2019,21,Gasly,Toro Rosso,18,0
2019,21,Kubica,Williams,19,0
2019,21,Stroll,Racing Point,20,0
2020,1,Bottas,Mercedes,1,25
2020,1,Leclerc,Ferrari,2,18
2020,1,Norris,McLaren,3,16
2020,1,Hamilton,Mercedes,4,12
2020,1,Sainz,McLaren,5,10
2020,1,Pérez,Racing Point,6,8
2020,1,Gasly,AlphaTauri,7,6
2020,1,Ocon,Renault,8,4
2020,1,Giovinazzi,Alfa Romeo,9,2
2020,1,Vettel,Ferrari,10,1
2020,1,Latifi,Williams,11,0
2020,1,Kvyat,AlphaTauri,12,0
2020,1,Albon,Red Bull,13,0
2020,1,Räikkönen,Alfa Romeo,14,0
2020,1,Russell,Williams,15,0
2020,1,Grosjean,Haas F1 Team,16,0
2020,1,Magnussen,Haas F1 Team,17,0
2020,1,Stroll,Racing Point,18,0
2020,1,Ricciardo,Renault,19,0
2020,1,Verstappen,Red Bull,20,0
2020,2,Hamilton,Mercedes,1,25
2020,2,Bottas,Mercedes,2,18
2020,2,Verstappen,Red Bull,3,15
2020,2,Albon,Red Bull,4,12
2020,2,Norris,McLaren,5,10
2020,2,Pérez,Racing Point,6,8
2020,2,Stroll,Racing Point,7,6
2020,2,Ricciardo,Renault,8,4
2020,2,Sainz,McLaren,9,3
2020,2,Kvyat,AlphaTauri,10,1
2020,2,Räikkönen,Alfa Romeo,11,0
2020,2,Magnussen,Haas F1 Team,12,0
2020,2,Grosjean,Haas F1 Team,13,0
2020,2,Giovinazzi,Alfa Romeo,14,0
2020,2,Gasly,AlphaTauri,15,0
2020,2,Russell,Williams,16,0
2020,2,Latifi,Williams,17,0
2020,2,Ocon,Renault,18,0
2020,2,Leclerc,Ferrari,19,0
2020,2,Vettel,Ferrari,20,0
2020,3,Hamilton,Mercedes,1,26
2020,3,Verstappen,Red Bull,2,18
2020,3,Bottas,Mercedes,3,15
2020,3,Stroll,Racing Point,4,12
2020,3,Albon,Red Bull,5,10
2020,3,Vettel,Ferrari,6,8
2020,3,Pérez,Racing Point,7,6
2020,3,Ricciardo,Renault,8,4
2020,3,Sainz,McLaren,9,2
2020,3,Magnussen,Haas F1 Team,10,1
2020,3,Leclerc,Ferrari,11,0
2020,3,Kvyat,AlphaTauri,12,0
2020,3,Norris,McLaren,13,0
2020,3,Ocon,Renault,14,0
2020,3,Räikkönen,Alfa Romeo,15,0
2020,3,Grosjean,Haas F1 Team,16,0
2020,3,Giovinazzi,Alfa Romeo,17,0
2020,3,Russell,Williams,18,0
2020,3,Latifi,Williams,19,0
2020,3,Gasly,AlphaTauri,20,0
2020,4,Hamilton,Mercedes,1,25
2020,4,Verstappen,Red Bull,2,19
2020,4,Leclerc,Ferrari,3,15
2020,4,Ricciardo,Renault,4,12
2020,4,Norris,McLaren,5,10
2020,4,Ocon,Renault,6,8
2020,4,Gasly,AlphaTauri,7,6
2020,4,Albon,Red Bull,8,4
2020,4,Stroll,Racing Point,9,2
2020,4,Vettel,Ferrari,10,1
2020,4,Bottas,Mercedes,11,0
2020,4,Russell,Williams,12,0
2020,4,Sainz,McLaren,13,0
2020,4,Giovinazzi,Alfa Romeo,14,0
2020,4,Latifi,Williams,15,0
2020,4,Grosjean,Haas F1 Team,16,0
2020,4,Räikkönen,Alfa Romeo,17,0
2020,4,Kvyat,AlphaTauri,18,0
2020,4,Magnussen,Haas F1 Team,19,0
2020,4,Hülkenberg,Racing Point,20,0
2020,5,Verstappen,Red Bull,1,25
2020,5,Hamilton,Mercedes,2,19
2020,5,Bottas,Mercedes,3,15
2020,5,Leclerc,Ferrari,4,12
2020,5,Albon,Red Bull,5,10
2020,5,Stroll,Racing Point,6,8
2020,5,Hülkenberg,Racing Point,7,6
2020,5,Ocon,Renault,8,4
2020,5,Norris,McLaren,9,2
2020,5,Kvyat,AlphaTauri,10,1
2020,5,Gasly,AlphaTauri,11,0
2020,5,Vettel,Ferrari,12,0
2020,5,Sainz,McLaren,13,0
2020,5,Ricciardo,Renault,14,0
2020,5,Räikkönen,Alfa Romeo,15,0
2020,5,Grosjean,Haas F1 Team,16,0
2020,5,Giovinazzi,Alfa Romeo,17,0
2020,5,Russell,Williams,18,0
2020,5,Latifi,Williams,19,0
2020,5,Magnussen,Haas F1 Team,20,0
2020,6,Hamilton,Mercedes,1,25
2020,6,Verstappen,Red Bull,2,18
2020,6,Bottas,Mercedes,3,16
2020,6,Stroll,Racing Point,4,12
2020,6,Pérez,Racing Point,5,10
2020,6,Sainz,McLaren,6,8
2020,6,Vettel,Ferrari,7,6
2020,6,Albon,Red Bull,8,4
2020,6,Gasly,AlphaTauri,9,2
2020,6,Norris,McLaren,10,1
2020,6,Ricciardo,Renault,11,0
2020,6,Kvyat,AlphaTauri,12,0
2020,6,Ocon,Renault,13,0
2020,6,Räikkönen,Alfa Romeo,14,0
2020,6,Magnussen,Haas F1 Team,15,0
2020,6,Giovinazzi,Alfa Romeo,16,0
2020,6,Russell,Williams,17,0
2020,6,Latifi,Williams,18,0
2020,6,Grosjean,Haas F1 Team,19,0
2020,6,Leclerc,Ferrari,20,0
2020,7,Hamilton,Mercedes,1,25
2020,7,Bottas,Mercedes,2,18
2020,7,Verstappen,Red Bull,3,15
2020,7,Ricciardo,Renault,4,13
2020,7,Ocon,Renault,5,10
2020,7,Albon,Red Bull,6,8
2020,7,Norris,McLaren,7,6
2020,7,Gasly,AlphaTauri,8,4
2020,7,Stroll,Racing Point,9,2
2020,7,Pérez,Racing Point,10,1
2020,7,Kvyat,AlphaTauri,11,0
2020,7,Räikkönen,Alfa Romeo,12,0
2020,7,Vettel,Ferrari,13,0
2020,7,Leclerc,Ferrari,14,0
2020,7,Grosjean,Haas F1 Team,15,0
2020,7,Latifi,Williams,16,0
2020,7,Magnussen,Haas F1 Team,17,0
2020,7,Giovinazzi,Alfa Romeo,18,0
2020,7,Russell,Williams,19,0
2020,7,Sainz,McLaren,20,0
2020,8,Gasly,AlphaTauri,1,25
2020,8,Sainz,McLaren,2,18
2020,8,Stroll,Racing Point,3,15
2020,8,Norris,McLaren,4,12
2020,8,Bottas,Mercedes,5,10
2020,8,Ricciardo,Renault,6,8
2020,8,Hamilton,Mercedes,7,7
2020,8,Ocon,Renault,8,4
2020,8,Kvyat,AlphaTauri,9,2
2020,8,Pérez,Racing Point,10,1
2020,8,Latifi,Williams,11,0
2020,8,Grosjean,Haas F1 Team,12,0
2020,8,Räikkönen,Alfa Romeo,13,0
2020,8,Russell,Williams,14,0
2020,8,Albon,Red Bull,15,0
2020,8,Giovinazzi,Alfa Romeo,16,0
2020,8,Verstappen,Red Bull,17,0
2020,8,Leclerc,Ferrari,18,0
2020,8,Magnussen,Haas F1 Team,19,0
2020,8,Vettel,Ferrari,20,0
2020,9,Hamilton,Mercedes,1,26
2020,9,Bottas,Mercedes,2,18
2020,9,Albon,Red Bull,3,15
2020,9,Ricciardo,Renault,4,12
2020,9,Pérez,Racing Point,5,10
2020,9,Norris,McLaren,6,8
2020,9,Kvyat,AlphaTauri,7,6
2020,9,Leclerc,Ferrari,8,4
2020,9,Räikkönen,Alfa Romeo,9,2
2020,9,Vettel,Ferrari,10,1
2020,9,Russell,Williams,11,0
2020,9,Grosjean,Haas F1 Team,12,0
2020,9,Stroll,Racing Point,13,0
2020,9,Ocon,Renault,14,0
2020,9,Latifi,Williams,15,0
2020,9,Magnussen,Haas F1 Team,16,0
2020,9,Giovinazzi,Alfa Romeo,17,0
2020,9,Sainz,McLaren,18,0
2020,9,Verstappen,Red Bull,19,0
2020,9,Gasly,AlphaTauri,20,0
2020,10,Bottas,Mercedes,1,26
2020,10,Verstappen,Red Bull,2,18
2020,10,Hamilton,Mercedes,3,15
2020,10,Pérez,Racing Point,4,12
2020,10,Ricciardo,Renault,5,10
2020,10,Leclerc,Ferrari,6,8
2020,10,Ocon,Renault,7,6
2020,10,Kvyat,AlphaTauri,8,4
2020,10,Gasly,AlphaTauri,9,2
2020,10,Albon,Red Bull,10,1
2020,10,Giovinazzi,Alfa Romeo,11,0
2020,10,Magnussen,Haas F1 Team,12,0
2020,10,Vettel,Ferrari,13,0
2020,10,Räikkönen,Alfa Romeo,14,0
2020,10,Norris,McLaren,15,0
2020,10,Latifi,Williams,16,0
2020,10,Grosjean,Haas F1 Team,17,0
2020,10,Russell,Williams,18,0
2020,10,Sainz,McLaren,19,0
2020,10,Stroll,Racing Point,20,0
2020,11,Hamilton,Mercedes,1,25
2020,11,Verstappen,Red Bull,2,19
2020,11,Ricciardo,Renault,3,15
2020,11,Pérez,Racing Point,4,12
2020,11,Sainz,McLaren,5,10
2020,11,Gasly,AlphaTauri,6,8
2020,11,Leclerc,Ferrari,7,6
2020,11,Hülkenberg,Racing Point,8,4
2020,11,Grosjean,Haas F1 Team,9,2
2020,11,Giovinazzi,Alfa Romeo,10,1
2020,11,Vettel,Ferrari,11,0
2020,11,Räikkönen,Alfa Romeo,12,0
2020,11,Magnussen,Haas F1 Team,13,0
2020,11,Latifi,Williams,14,0
2020,11,Kvyat,AlphaTauri,15,0
2020,11,Norris,McLaren,16,0
2020,11,Albon,Red Bull,17,0
2020,11,Ocon,Renault,18,0
2020,11,Bottas,Mercedes,19,0
2020,11,Russell,Williams,20,0
2020,12,Hamilton,Mercedes,1,26
2020,12,Bottas,Mercedes,2,18
2020,12,Verstappen,Red Bull,3,15
2020,12,Leclerc,Ferrari,4,12
2020,12,Gasly,AlphaTauri,5,10
2020,12,Sainz,McLaren,6,8
2020,12,Pérez,Racing Point,7,6
2020,12,Ocon,Renault,8,4
2020,12,Ricciardo,Renault,9,2
2020,12,Vettel,Ferrari,10,1
2020,12,Räikkönen,Alfa Romeo,11,0
2020,12,Albon,Red Bull,12,0
2020,12,Norris,McLaren,13,0
2020,12,Russell,Williams,14,0
2020,12,Giovinazzi,Alfa Romeo,15,0
2020,12,Magnussen,Haas F1 Team,16,0
2020,12,Grosjean,Haas F1 Team,17,0
2020,12,Latifi,Williams,18,0
2020,12,Kvyat,AlphaTauri,19,0
2020,12,Stroll,Racing Point,20,0
2020,13,Hamilton,Mercedes,1,26
2020,13,Bottas,Mercedes,2,18
2020,13,Ricciardo,Renault,3,15
2020,13,Kvyat,AlphaTauri,4,12
2020,13,Leclerc,Ferrari,5,10
2020,13,Pérez,Racing Point,6,8
2020,13,Sainz,McLaren,7,6
2020,13,Norris,McLaren,8,4
2020,13,Räikkönen,Alfa Romeo,9,2
2020,13,Giovinazzi,Alfa Romeo,10,1
2020,13,Latifi,Williams,11,0
2020,13,Vettel,Ferrari,12,0
2020,13,Stroll,Racing Point,13,0
2020,13,Grosjean,Haas F1 Team,14,0
2020,13,Albon,Red Bull,15,0
2020,13,Russell,Williams,16,0
2020,13,Verstappen,Red Bull,17,0
2020,13,Magnussen,Haas F1 Team,18,0
2020,13,Ocon,Renault,19,0
2020,13,Gasly,AlphaTauri,20,0
2020,14,Hamilton,Mercedes,1,25
2020,14,Pérez,Racing Point,2,18
2020,14,Vettel,Ferrari,3,15
2020,14,Leclerc,Ferrari,4,12
2020,14,Sainz,McLaren,5,10
2020,14,Verstappen,Red Bull,6,8
2020,14,Albon,Red Bull,7,6
2020,14,Norris,McLaren,8,5
2020,14,Stroll,Racing Point,9,2
2020,14,Ricciardo,Renault,10,1
2020,14,Ocon,Renault,11,0
2020,14,Kvyat,AlphaTauri,12,0
2020,14,Gasly,AlphaTauri,13,0
2020,14,Bottas,Mercedes,14,0
2020,14,Räikkönen,Alfa Romeo,15,0
2020,14,Russell,Williams,16,0
2020,14,Magnussen,Haas F1 Team,17,0
2020,14,Grosjean,Haas F1 Team,18,0
2020,14,Latifi,Williams,19,0
2020,14,Giovinazzi,Alfa Romeo,20,0
2020,15,Hamilton,Mercedes,1,25
2020,15,Verstappen,Red Bull,2,19
2020,15,Albon,Red Bull,3,15
2020,15,Norris,McLaren,4,12
2020,15,Sainz,McLaren,5,10
2020,15,Gasly,AlphaTauri,6,8
2020,15,Ricciardo,Renault,7,6
2020,15,Bottas,Mercedes,8,4
2020,15,Ocon,Renault,9,2
2020,15,Leclerc,Ferrari,10,1
2020,15,Kvyat,AlphaTauri,11,0
2020,15,Russell,Williams,12,0
2020,15,Vettel,Ferrari,13,0
2020,15,Latifi,Williams,14,0
2020,15,Räikkönen,Alfa Romeo,15,0
2020,15,Giovinazzi,Alfa Romeo,16,0
2020,15,Magnussen,Haas F1 Team,17,0
2020,15,Pérez,Racing Point,18,0
2020,15,Stroll,Racing Point,19,0
2020,15,Grosjean,Haas F1 Team,20,0
2020,17,Verstappen,Red Bull,1,25
2020,17,Bottas,Mercedes,2,18
2020,17,Hamilton,Mercedes,3,15
2020,17,Albon,Red Bull,4,12
2020,17,Norris,McLaren,5,10
2020,17,Sainz,McLaren,6,8
2020,17,Ricciardo,Renault,7,7
2020,17,Gasly,AlphaTauri,8,4
2020,17,Ocon,Renault,9,2
2020,17,Stroll,Racing Point,10,1
2020,17,Kvyat,AlphaTauri,11,0
2020,17,Räikkönen,Alfa Romeo,12,0
2020,17,Leclerc,Ferrari,13,0
2020,17,Vettel,Ferrari,14,0
2020,17,Russell,Williams,15,0
2020,17,Giovinazzi,Alfa Romeo,16,0
2020,17,Latifi,Williams,17,0
2020,17,Magnussen,Haas F1 Team,18,0
2020,17,Fittipaldi,Haas F1 Team,19,0
2020,17,Pérez,Racing Point,20,0
2020,16,Pérez,Racing Point,1,25
2020,16,Ocon,Renault,2,18
2020,16,Stroll,Racing Point,3,15
2020,16,Sainz,McLaren,4,12
2020,16,Ricciardo,Renault,5,10
2020,16,Albon,Red Bull,6,8
2020,16,Kvyat,AlphaTauri,7,6
2020,16,Bottas,Mercedes,8,4
2020,16,Russell,Mercedes,9,3
2020,16,Norris,McLaren,10,1
2020,16,Gasly,AlphaTauri,11,0
2020,16,Vettel,Ferrari,12,0
2020,16,Giovinazzi,Alfa Romeo,13,0
2020,16,Räikkönen,Alfa Romeo,14,0
2020,16,Magnussen,Haas F1 Team,15,0
2020,16,Aitken,Williams,16,0
2020,16,Fittipaldi,Haas F1 Team,17,0
2020,16,Latifi,Williams,18,0
2020,16,Verstappen,Red Bull,19,0
2020,16,Leclerc,Ferrari,20,0
2021,1,Hamilton,Mercedes,1,25
2021,1,Verstappen,Red Bull,2,18
2021,1,Bottas,Mercedes,3,16
2021,1,Norris,McLaren,4,12
2021,1,Pérez,Red Bull,5,10
2021,1,Leclerc,Ferrari,6,8
2021,1,Ricciardo,McLaren,7,6
2021,1,Sainz,Ferrari,8,4
2021,1,Tsunoda,AlphaTauri,9,2
2021,1,Stroll,Aston Martin,10,1
2021,1,Räikkönen,Alfa Romeo,11,0
2021,1,Giovinazzi,Alfa Romeo,12,0
2021,1,Ocon,Alpine F1 Team,13,0
2021,1,Russell,Williams,14,0
2021,1,Vettel,Aston Martin,15,0
2021,1,Schumacher,Haas F1 Team,16,0
2021,1,Gasly,AlphaTauri,17,0
2021,1,Latifi,Williams,18,0
2021,1,Alonso,Alpine F1 Team,19,0
2021,1,Mazepin,Haas F1 Team,20,0
2021,2,Verstappen,Red Bull,1,25
2021,2,Hamilton,Mercedes,2,19
2021,2,Norris,McLaren,3,15
2021,2,Leclerc,Ferrari,4,12
2021,2,Sainz,Ferrari,5,10
2021,2,Ricciardo,McLaren,6,8
2021,2,Gasly,AlphaTauri,7,6
2021,2,Stroll,Aston Martin,8,4
2021,2,Ocon,Alpine F1 Team,9,2
2021,2,Alonso,Alpine F1 Team,10,1
2021,2,Pérez,Red Bull,11,0
2021,2,Tsunoda,AlphaTauri,12,0
2021,2,Räikkönen,Alfa Romeo,13,0
2021,2,Giovinazzi,Alfa Romeo,14,0
2021,2,Vettel,Aston Martin,15,0
2021,2,Schumacher,Haas F1 Team,16,0
2021,2,Mazepin,Haas F1 Team,17,0
2021,2,Bottas,Mercedes,18,0
2021,2,Russell,Williams,19,0
2021,2,Latifi,Williams,20,0
2021,3,Hamilton,Mercedes,1,25
2021,3,Verstappen,Red Bull,2,18
2021,3,Bottas,Mercedes,3,16
2021,3,Pérez,Red Bull,4,12
2021,3,Norris,McLaren,5,10
2021,3,Leclerc,Ferrari,6,8
2021,3,Ocon,Alpine F1 Team,7,6
2021,3,Alonso,Alpine F1 Team,8,4
2021,3,Ricciardo,McLaren,9,2
2021,3,Gasly,AlphaTauri,10,1
2021,3,Sainz,Ferrari,11,0
2021,3,Giovinazzi,Alfa Romeo,12,0
2021,3,Vettel,Aston Martin,13,0
2021,3,Stroll,Aston Martin,14,0
2021,3,Tsunoda,AlphaTauri,15,0
2021,3,Russell,Williams,16,0
2021,3,Schumacher,Haas F1 Team,17,0
2021,3,Latifi,Williams,18,0
2021,3,Mazepin,Haas F1 Team,19,0
2021,3,Räikkönen,Alfa Romeo,20,0
2021,5,Verstappen,Red Bull,1,25
2021,5,Sainz,Ferrari,2,18
2021,5,Norris,McLaren,3,15
2021,5,Pérez,Red Bull,4,12
2021,5,Vettel,Aston Martin,5,10
2021,5,Gasly,AlphaTauri,6,8
2021,5,Hamilton,Mercedes,7,7
2021,5,Stroll,Aston Martin,8,4
2021,5,Ocon,Alpine F1 Team,9,2
2021,5,Giovinazzi,Alfa Romeo,10,1
2021,5,Räikkönen,Alfa Romeo,11,0
2021,5,Ricciardo,McLaren,12,0
2021,5,Alonso,Alpine F1 Team,13,0
2021,5,Russell,Williams,14,0
2021,5,Latifi,Williams,15,0
2021,5,Tsunoda,AlphaTauri,16,0
2021,5,Mazepin,Haas F1 Team,17,0
2021,5,Schumacher,Haas F1 Team,18,0
2021,5,Bottas,Mercedes,19,0
2021,5,Leclerc,Ferrari,20,0
2021,6,Pérez,Red Bull,1,25
2021,6,Vettel,Aston Martin,2,18
2021,6,Gasly,AlphaTauri,3,15
2021,6,Leclerc,Ferrari,4,12
2021,6,Norris,McLaren,5,10
2021,6,Alonso,Alpine F1 Team,6,8
2021,6,Tsunoda,AlphaTauri,7,6
2021,6,Sainz,Ferrari,8,4
2021,6,Ricciardo,McLaren,9,2
2021,6,Räikkönen,Alfa Romeo,10,1
2021,6,Giovinazzi,Alfa Romeo,11,0
2021,6,Bottas,Mercedes,12,0
2021,6,Schumacher,Haas F1 Team,13,0
2021,6,Mazepin,Haas F1 Team,14,0
2021,6,Hamilton,Mercedes,15,0
2021,6,Latifi,Williams,16,0
2021,6,Russell,Williams,17,0
2021,6,Verstappen,Red Bull,18,0
2021,6,Stroll,Aston Martin,19,0
2021,6,Ocon,Alpine F1 Team,20,0
2021,4,Hamilton,Mercedes,1,25
2021,4,Verstappen,Red Bull,2,19
2021,4,Bottas,Mercedes,3,15
2021,4,Leclerc,Ferrari,4,12
2021,4,Pérez,Red Bull,5,10
2021,4,Ricciardo,McLaren,6,8
2021,4,Sainz,Ferrari,7,6
2021,4,Norris,McLaren,8,4
2021,4,Ocon,Alpine F1 Team,9,2
2021,4,Gasly,AlphaTauri,10,1
2021,4,Stroll,Aston Martin,11,0
2021,4,Räikkönen,Alfa Romeo,12,0
2021,4,Vettel,Aston Martin,13,0
2021,4,Russell,Williams,14,0
2021,4,Giovinazzi,Alfa Romeo,15,0
2021,4,Latifi,Williams,16,0
2021,4,Alonso,Alpine F1 Team,17,0
2021,4,Schumacher,Haas F1 Team,18,0
2021,4,Mazepin,Haas F1 Team,19,0
2021,4,Tsunoda,AlphaTauri,20,0
2021,7,Verstappen,Red Bull,1,26
2021,7,Hamilton,Mercedes,2,18
